Approval;CreditScore;DebttoIncomeRatio;Interest;RequestAmount
F;705;,29;225;500
T;765;,02;7650;17000
T;706;,07;2700;6000
T;696;,08;3600;8000
T;807;,05;6300;14000
F;643;,12;7200;16000
T;686;,17;12600;28000
F;693;,38;14850;33000
F;652;,1;4050;9000
T;673;,19;17100;38000
T;688;,16;13500;30000
T;686;,16;4950;11000
F;508;,05;11700;26000
T;705;,1;5400;12000
F;679;,26;4950;11000
F;535;0;2250;5000
T;702;,08;4500;10000
F;575;,08;4050;9000
T;711;,2;8550;19000
T;674;,15;1350;3000
T;701;,02;900;2000
F;622;,65;3150;7000
T;703;,25;7650;17000
T;648;,02;2250;5000
F;627;,1;450;1000
F;700;,26;17550;39000
F;687;,09;17550;39000
T;735;,09;1800;4000
T;741;,01;3150;7000
T;714;,32;9450;21000
F;662;,28;9000;20000
T;703;,27;6300;14000
T;702;,16;2700;6000
T;736;,09;7200;16000
F;654;,53;2250;5000
F;665;,1;4500;10000
T;706;,17;4500;10000
F;620;,12;2700;6000
T;717;,23;11700;26000
T;683;,17;8100;18000
T;766;,09;5850;13000
T;727;,13;9900;22000
T;756;,12;5400;12000
T;741;,29;3150;7000
F;607;,11;4050;9000
T;772;,11;7200;16000
F;641;,23;12150;27000
T;683;,15;1800;4000
T;709;,1;6300;14000
F;470;,45;450;1000
F;699;,2;14400;32000
F;677;,08;6750;15000
T;660;,03;2700;6000
T;655;,21;3600;8000
T;696;,1;2700;6000
T;701;,22;3600;8000
F;645;,05;3600;8000
F;637;,99;225;500
T;663;,15;2700;6000
F;633;,51;11250;25000
F;669;,48;4950;11000
T;668;,19;4950;11000
F;636;,14;5400;12000
T;689;,14;4050;9000
F;672;,43;4500;10000
T;705;,23;4050;9000
T;711;,31;8100;18000
F;648;,31;4500;10000
T;664;,12;8550;19000
T;672;,34;2700;6000
T;671;,04;1350;3000
T;680;,13;5850;13000
F;720;,02;450;1000
F;682;,24;5850;13000
F;573;,09;225;500
F;643;,11;13050;29000
T;743;,17;9450;21000
F;600;,06;3600;8000
F;641;,12;5400;12000
F;575;,08;3600;8000
F;643;,12;9450;21000
T;664;,12;9450;21000
T;718;,17;8100;18000
T;728;,08;5850;13000
F;637;,18;450;1000
F;454;,33;1800;4000
F;731;,52;9900;22000
T;692;,12;5400;12000
F;563;,07;2700;6000
F;777;,5;2700;6000
F;618;,12;14400;32000
T;769;,12;7200;16000
T;675;,14;13050;29000
F;559;,14;450;1000
T;682;,09;5850;13000
F;521;,11;2700;6000
T;728;,28;11250;25000
F;509;,2;15300;34000
F;480;,28;5850;13000
T;664;,24;16650;37000
F;451;,1;11700;26000
F;528;,11;10800;24000
F;532;,02;1800;4000
F;679;,46;10800;24000
F;609;,11;2700;6000
T;707;,11;10350;23000
F;752;,24;3600;8000
F;575;,52;450;1000
F;715;,13;9450;21000
F;454;,35;3150;7000
F;560;,01;3600;8000
T;705;,17;14400;32000
F;646;,15;2700;6000
F;600;,01;450;1000
F;641;,04;4050;9000
T;721;,27;6300;14000
T;688;,13;4950;11000
F;482;,02;450;1000
F;709;,26;3150;7000
T;732;,2;8100;18000
T;765;,21;10800;24000
T;734;,09;3600;8000
T;734;,21;6300;14000
F;573;,19;4500;10000
F;697;,29;4950;11000
T;695;,27;12150;27000
T;688;,29;4050;9000
F;675;,59;7650;17000
T;744;,16;2250;5000
F;644;,29;5400;12000
F;669;,35;5850;13000
T;670;,12;5400;12000
F;574;,17;450;1000
F;670;,54;4950;11000
F;557;,24;2700;6000
F;721;,19;2250;5000
F;719;,09;5400;12000
T;667;,2;4950;11000
T;685;,14;2250;5000
F;686;,55;17100;38000
F;596;,1;6300;14000
F;612;,21;10350;23000
F;668;,16;10800;24000
T;677;,09;3150;7000
T;712;,16;1800;4000
T;705;,1;2700;6000
T;689;,2;3600;8000
F;650;,18;13950;31000
T;677;,09;3150;7000
F;642;,2;17100;38000
F;714;,32;4500;10000
F;475;,01;1800;4000
F;713;,2;15750;35000
T;703;,25;4050;9000
F;737;,07;3150;7000
T;687;,08;6300;14000
F;508;,02;2250;5000
T;679;,21;3150;7000
F;698;,03;16650;37000
T;769;,07;4050;9000
F;593;,16;15300;34000
T;681;,18;9000;20000
T;696;,23;5400;12000
T;716;,19;4950;11000
F;542;,04;2250;5000
F;622;,23;450;1000
F;706;,28;2700;6000
T;681;,18;1350;3000
F;712;,25;5400;12000
F;693;,21;8550;19000
T;714;,1;2700;6000
T;686;,16;13050;29000
T;659;,26;2700;6000
T;700;,05;2250;5000
T;694;,21;7200;16000
T;717;,19;7650;17000
F;680;,33;4500;10000
T;736;,08;9000;20000
T;712;,07;7200;16000
F;627;,16;5400;12000
F;655;,25;13050;29000
F;524;,32;9450;21000
F;671;,28;4950;11000
F;662;,05;9450;21000
F;694;,37;11250;25000
T;673;,22;900;2000
F;708;,4;8100;18000
T;773;,08;3150;7000
T;713;,13;3150;7000
F;665;,21;17100;38000
F;592;,18;7200;16000
F;477;,43;450;1000
T;693;,17;4950;11000
F;523;,3;6300;14000
T;683;,16;4500;10000
F;666;,06;450;1000
F;696;,69;4950;11000
T;712;,21;4050;9000
F;567;,33;16650;37000
T;670;,22;3150;7000
F;726;,35;15300;34000
T;703;,02;8550;19000
F;712;,26;9900;22000
T;699;,14;3150;7000
T;686;,15;4950;11000
F;688;,22;9900;22000
F;709;,34;7200;16000
T;714;,04;11700;26000
T;759;,17;3600;8000
T;699;,07;9450;21000
F;522;,02;1350;3000
T;691;,28;6300;14000
T;754;,14;10800;24000
F;640;,15;4050;9000
F;617;,14;3600;8000
T;685;,32;9450;21000
F;553;,2;1800;4000
T;681;,27;9900;22000
T;698;,25;6750;15000
F;472;,04;1350;3000
T;692;,12;3600;8000
T;727;,15;4950;11000
T;794;,15;5400;12000
F;466;,19;15300;34000
T;684;,23;3600;8000
F;675;,04;6750;15000
T;733;,12;6750;15000
T;687;,18;11700;26000
F;642;,02;1350;3000
T;737;,2;7200;16000
F;630;,46;9900;22000
T;751;,1;1800;4000
F;695;,04;900;2000
F;571;,15;6750;15000
F;765;,12;10800;24000
F;688;,31;15750;35000
T;688;,23;11700;26000
T;723;,12;7200;16000
F;666;,23;900;2000
F;598;,45;900;2000
F;703;,19;5400;12000
T;704;,14;4950;11000
F;696;,53;6750;15000
T;691;,12;6750;15000
F;655;,12;4500;10000
F;661;,23;11700;26000
T;767;,07;3150;7000
T;707;,14;7650;17000
F;697;,05;3600;8000
F;537;,24;900;2000
T;708;,26;7200;16000
F;621;,24;9450;21000
F;699;,15;450;1000
T;719;,25;3150;7000
T;728;,08;8100;18000
F;574;,14;1800;4000
T;686;,18;2250;5000
F;740;,14;2250;5000
F;657;,11;1800;4000
F;706;,36;4950;11000
T;679;,1;3600;8000
T;711;,1;6300;14000
T;687;,3;3600;8000
T;713;,15;4950;11000
T;685;,12;3150;7000
F;752;,29;450;1000
T;780;,03;6750;15000
T;704;,15;10350;23000
T;698;,26;13950;31000
F;649;,28;2250;5000
F;477;,11;3600;8000
T;675;,2;5400;12000
F;654;0;5850;13000
F;689;,29;6750;15000
T;733;,12;2700;6000
F;663;,04;5400;12000
T;700;,2;450;1000
T;685;,18;5400;12000
F;602;,11;14850;33000
F;573;,14;900;2000
T;683;,11;7650;17000
T;697;,22;6750;15000
T;723;,13;7200;16000
F;696;,64;13050;29000
T;678;,12;1800;4000
F;680;,26;16200;36000
T;711;,04;450;1000
F;598;,22;1800;4000
F;664;,35;3150;7000
T;738;,1;4050;9000
F;525;,11;1800;4000
T;670;,08;1800;4000
T;804;,02;5400;12000
T;732;,11;3150;7000
T;700;,18;1800;4000
F;637;,39;17100;38000
F;586;,03;1800;4000
T;683;,29;14400;32000
T;699;,14;5400;12000
F;659;,07;900;2000
T;698;,23;10800;24000
F;530;,35;5850;13000
T;700;,27;900;2000
F;646;,22;16200;36000
T;698;,08;3150;7000
T;665;,18;7650;17000
T;751;,26;16650;37000
F;667;0;15750;35000
F;480;,01;900;2000
F;735;,32;11700;26000
F;733;,09;450;1000
F;637;,18;225;500
F;673;,36;4500;10000
F;588;,22;2250;5000
F;720;,22;12600;28000
F;634;,02;2250;5000
F;622;,32;4500;10000
F;679;,36;3600;8000
F;590;,19;1350;3000
T;798;,02;2700;6000
T;742;,22;5850;13000
T;690;,11;2700;6000
F;626;,4;5400;12000
F;624;,22;3600;8000
T;747;,18;5850;13000
F;532;,13;3600;8000
F;647;,07;11250;25000
F;570;,38;15750;35000
F;725;,52;14400;32000
F;684;,31;2700;6000
F;676;,45;13500;30000
F;532;,22;1800;4000
T;708;,19;4950;11000
T;782;0;4050;9000
F;713;,15;5850;13000
T;748;,23;4500;10000
T;673;,01;7200;16000
T;685;,18;4950;11000
F;672;,1;225;500
T;671;,29;4050;9000
T;683;,07;6750;15000
F;675;,61;1800;4000
T;725;,14;15300;34000
F;613;,24;10800;24000
T;737;,08;3150;7000
F;687;,25;4050;9000
T;770;,06;4500;10000
T;685;,31;10350;23000
F;572;,28;1350;3000
T;723;,05;4950;11000
F;675;,23;900;2000
F;807;,19;4050;9000
F;663;,35;1350;3000
F;659;,34;13500;30000
T;691;,33;8100;18000
F;489;,17;4950;11000
F;667;,2;13950;31000
T;706;,11;4950;11000
F;759;,3;12150;27000
F;689;,22;9900;22000
F;678;,02;4500;10000
T;681;,18;2700;6000
F;543;,05;4950;11000
T;733;,16;4500;10000
F;642;,37;2700;6000
T;683;,22;5400;12000
F;492;,26;900;2000
F;636;,02;6750;15000
T;725;,24;9000;20000
F;669;,16;10800;24000
F;566;,2;14850;33000
T;690;0;900;2000
T;718;,18;3600;8000
F;676;,04;8550;19000
T;690;,12;2250;5000
T;749;,08;225;500
T;757;,03;9000;20000
F;690;,21;3600;8000
T;729;,03;450;1000
T;686;,15;3150;7000
T;699;,31;2250;5000
T;731;,18;3600;8000
F;575;,18;900;2000
T;673;,23;4500;10000
F;636;,15;8100;18000
T;703;,2;3150;7000
F;552;,09;4500;10000
T;691;,17;9900;22000
F;684;,18;5850;13000
F;625;,54;1350;3000
T;730;,24;3150;7000
T;747;,01;2250;5000
T;670;,25;900;2000
T;664;,19;2250;5000
F;597;,05;1800;4000
T;725;,1;8550;19000
F;534;,19;1800;4000
T;693;,16;5850;13000
F;582;,47;3150;7000
T;700;,34;8550;19000
T;729;,05;900;2000
F;648;,43;12600;28000
F;643;,35;2250;5000
T;655;,25;13950;31000
F;701;,52;9450;21000
T;679;,05;3150;7000
F;777;,08;15300;34000
F;643;,26;8100;18000
F;543;,07;4500;10000
F;653;,02;4500;10000
T;690;,15;15750;35000
F;587;,02;12150;27000
T;701;,31;9450;21000
F;665;,13;5400;12000
T;660;,08;4050;9000
F;643;,3;14850;33000
F;687;,26;450;1000
F;635;,15;5850;13000
F;659;,48;7650;17000
T;689;,31;6750;15000
T;695;,22;6750;15000
F;641;,68;1350;3000
T;679;,14;225;500
F;562;,18;900;2000
F;611;,14;9450;21000
F;659;,51;7650;17000
F;579;,2;1350;3000
T;746;,21;12150;27000
F;706;,4;2250;5000
F;686;,22;13050;29000
T;664;,05;2700;6000
F;617;,29;2700;6000
F;647;,23;15750;35000
T;744;,1;11250;25000
T;710;,11;1800;4000
F;597;,13;7650;17000
T;677;,03;10800;24000
F;681;,08;10350;23000
T;702;,22;1350;3000
F;687;,02;3600;8000
T;712;,2;6750;15000
F;685;,13;9000;20000
T;773;,17;7200;16000
T;758;,03;5400;12000
T;683;,22;5400;12000
T;688;,18;8550;19000
T;680;,21;6750;15000
T;724;,16;2700;6000
F;493;,01;4500;10000
T;709;,12;9450;21000
F;522;,03;1350;3000
F;649;,05;4050;9000
T;729;,13;4050;9000
F;625;,01;4050;9000
T;744;,13;8100;18000
T;685;,22;5850;13000
T;716;,16;9450;21000
F;608;,24;15300;34000
F;649;,21;11700;26000
F;680;,26;13050;29000
T;760;,17;5400;12000
T;689;,27;2250;5000
F;641;,12;12600;28000
T;677;,06;1350;3000
T;686;,14;1350;3000
F;493;,16;1800;4000
F;623;,16;9450;21000
T;676;,18;8550;19000
T;665;,11;1350;3000
F;617;,04;3600;8000
T;699;,06;4950;11000
F;663;,17;3150;7000
F;621;,2;15750;35000
F;691;,07;15300;34000
T;751;,08;5400;12000
F;684;,33;8550;19000
T;689;,24;4050;9000
T;676;,21;4500;10000
T;665;,18;6750;15000
F;753;,2;3600;8000
F;772;,32;4950;11000
T;705;,13;7200;16000
F;672;,26;13050;29000
T;688;,3;9000;20000
F;669;,06;3600;8000
T;716;,14;10350;23000
T;726;,24;1350;3000
F;719;,11;8100;18000
T;723;,14;2250;5000
F;602;,3;4050;9000
F;515;,04;2700;6000
T;682;,19;7200;16000
F;486;,02;1800;4000
F;703;,31;5850;13000
T;678;,23;9900;22000
F;674;,08;4950;11000
T;750;,17;5850;13000
T;739;,05;3600;8000
F;702;,04;1800;4000
F;648;,01;1350;3000
T;706;,25;5850;13000
T;692;,12;11250;25000
T;690;,29;2250;5000
T;679;,06;4050;9000
F;719;,2;8550;19000
F;564;,33;4500;10000
T;683;,17;4050;9000
T;707;,19;13950;31000
T;725;,17;15300;34000
T;695;,24;900;2000
T;772;,11;4050;9000
F;659;,28;10800;24000
F;649;,15;4950;11000
F;713;,39;4950;11000
F;553;,31;1800;4000
F;745;,39;16650;37000
F;652;,21;6300;14000
F;694;,32;5400;12000
T;789;,08;9000;20000
T;675;,05;2250;5000
T;768;,23;3150;7000
T;689;,19;9450;21000
T;708;,04;11700;26000
F;611;,14;4050;9000
T;681;,12;450;1000
T;657;,06;2700;6000
T;790;,15;3150;7000
T;687;,17;8100;18000
T;662;,08;7200;16000
T;709;,19;10350;23000
F;612;,08;11250;25000
F;653;,03;450;1000
T;703;,23;5850;13000
T;659;,06;7650;17000
F;664;,1;450;1000
T;782;,04;5850;13000
T;766;,08;9000;20000
T;771;,15;5400;12000
T;676;,04;6300;14000
F;414;,14;1350;3000
F;622;,19;3600;8000
T;679;,2;450;1000
F;736;,4;12150;27000
F;585;,02;2700;6000
F;610;,21;450;1000
F;643;,54;7200;16000
F;706;,47;14850;33000
F;668;,46;5850;13000
F;668;,07;1800;4000
F;715;,11;225;500
F;502;,4;8100;18000
T;685;,18;8550;19000
F;679;,31;2700;6000
T;698;,11;6300;14000
T;691;,12;7200;16000
F;695;,41;6300;14000
T;706;,17;10800;24000
T;664;,06;450;1000
T;781;,05;4050;9000
F;574;,16;3600;8000
F;622;,43;3150;7000
F;643;,34;8550;19000
T;668;,24;2700;6000
F;617;,06;7650;17000
T;699;,24;16200;36000
T;680;,23;2250;5000
T;784;,09;4050;9000
T;725;,24;3150;7000
F;718;,01;3150;7000
T;721;,14;5400;12000
T;678;,16;5850;13000
T;675;,19;3150;7000
F;538;,01;1800;4000
F;581;,06;16650;37000
F;659;,37;16650;37000
F;585;,02;3150;7000
T;679;,11;3150;7000
F;627;,34;5400;12000
F;639;,27;1350;3000
T;681;,16;9000;20000
T;718;,18;2700;6000
T;733;,31;4500;10000
T;668;,06;1350;3000
T;674;,16;5850;13000
T;711;,36;2700;6000
F;699;,29;5400;12000
T;669;,29;8550;19000
T;696;,14;16650;37000
T;767;,29;6300;14000
T;712;,21;4050;9000
F;600;,17;2700;6000
T;692;,09;7200;16000
T;692;,15;5400;12000
T;683;,24;2700;6000
T;702;,17;4050;9000
T;658;,25;8100;18000
T;690;,09;3600;8000
F;579;,15;17550;39000
F;503;,24;2250;5000
F;605;,09;6300;14000
F;500;,35;3150;7000
T;668;,19;9450;21000
F;683;,07;1350;3000
F;609;,22;9900;22000
T;661;,03;3600;8000
F;689;,37;8550;19000
F;660;,17;6750;15000
F;695;,14;5400;12000
T;685;,12;9000;20000
T;740;,05;6750;15000
T;796;,01;4500;10000
F;718;,17;4050;9000
F;594;,18;3600;8000
F;706;,33;6300;14000
T;711;,26;8550;19000
F;612;,45;9000;20000
T;751;,3;2700;6000
T;744;,12;900;2000
T;699;,02;2250;5000
T;767;,14;3600;8000
T;757;,06;16200;36000
F;719;,1;13500;30000
T;681;,17;8100;18000
T;719;,1;3600;8000
F;679;,3;7650;17000
T;733;,18;5850;13000
T;714;,23;9900;22000
T;732;,2;7200;16000
F;675;,14;8100;18000
F;713;,17;14400;32000
F;505;,49;9900;22000
T;686;,28;5400;12000
F;641;,19;1800;4000
T;714;,1;4050;9000
F;747;,27;4500;10000
T;717;,1;2700;6000
F;536;,43;14850;33000
F;582;,17;15750;35000
T;678;,25;6300;14000
F;690;,24;4050;9000
F;553;,07;3150;7000
F;779;,05;4500;10000
T;711;,14;11250;25000
T;698;,16;7650;17000
T;843;,01;7200;16000
T;694;,16;8100;18000
T;725;,16;4950;11000
T;724;,11;12150;27000
T;704;,19;3600;8000
T;761;,17;2700;6000
T;712;,21;6750;15000
F;657;,59;5400;12000
F;656;,29;9900;22000
T;666;,07;2700;6000
T;690;,25;4500;10000
T;680;,05;2250;5000
F;635;,34;16200;36000
F;586;,1;4050;9000
F;660;,27;5850;13000
F;622;,22;6300;14000
T;703;,24;7650;17000
F;499;,02;5400;12000
F;613;,02;3150;7000
T;682;,16;3600;8000
F;607;,03;2250;5000
T;691;,26;2700;6000
F;631;,06;5400;12000
F;614;,05;450;1000
F;647;,15;3150;7000
F;565;,21;3150;7000
F;685;,42;2250;5000
F;725;,31;5850;13000
F;599;,54;11250;25000
T;663;,31;1800;4000
T;709;,16;12150;27000
F;720;,07;2250;5000
F;714;,02;18000;40000
T;699;,25;7200;16000
F;645;,54;12600;28000
T;671;,29;450;1000
T;712;,07;4050;9000
F;668;,26;6300;14000
T;709;,13;4050;9000
T;724;,05;4050;9000
F;690;,55;3150;7000
T;668;,25;2700;6000
F;639;,18;12600;28000
F;663;,27;9900;22000
T;673;,18;10350;23000
T;714;,11;9900;22000
F;539;,17;4950;11000
T;686;,25;6750;15000
F;608;,01;3150;7000
F;619;,19;1350;3000
T;765;,09;5400;12000
T;671;,04;7650;17000
T;706;,15;9450;21000
T;699;,12;5850;13000
T;712;,09;1800;4000
T;734;,12;12150;27000
T;679;,03;3150;7000
F;672;,3;9450;21000
F;624;,21;8100;18000
F;535;,04;2250;5000
F;615;,05;900;2000
T;675;,16;12600;28000
T;780;,12;7650;17000
F;646;,03;16200;36000
T;655;,16;7200;16000
F;638;,13;7200;16000
F;706;,39;4950;11000
T;687;,27;15750;35000
F;720;,02;2250;5000
T;664;,17;2700;6000
T;739;,16;6750;15000
T;697;,01;450;1000
T;679;,22;13050;29000
F;572;,21;1350;3000
T;692;,11;4500;10000
T;783;,07;9900;22000
T;705;,17;4950;11000
T;666;,15;7650;17000
T;693;,29;6750;15000
F;580;,11;5850;13000
F;528;,09;14400;32000
T;678;,18;8100;18000
F;608;,03;6300;14000
F;548;,45;11250;25000
F;558;,29;1800;4000
F;620;,3;2250;5000
T;742;,13;5850;13000
F;580;,7;4500;10000
T;687;,17;2250;5000
F;676;,34;7650;17000
F;611;,06;12150;27000
T;672;,19;900;2000
T;702;,14;4500;10000
T;683;,24;6300;14000
T;703;,11;3600;8000
T;668;,21;3150;7000
F;644;,24;9900;22000
F;642;,18;4500;10000
T;691;,01;13050;29000
T;666;,2;13950;31000
F;610;,18;4050;9000
T;725;,16;900;2000
F;569;,02;1800;4000
F;713;,17;16650;37000
T;706;,25;5850;13000
T;720;,12;7650;17000
T;734;,15;5400;12000
F;491;,66;11250;25000
T;726;,07;3150;7000
F;627;,01;2700;6000
F;657;,3;10800;24000
T;734;,06;3150;7000
T;685;,14;2700;6000
T;727;,17;1350;3000
T;698;,04;4950;11000
F;671;,46;3600;8000
T;736;,22;3150;7000
T;671;,18;1800;4000
F;588;,05;2700;6000
T;666;,11;10800;24000
T;727;,25;11250;25000
F;432;0;4500;10000
T;701;,29;1800;4000
F;493;,44;2700;6000
T;697;,16;8100;18000
T;720;,16;4050;9000
F;669;,46;7650;17000
F;585;,01;13500;30000
F;732;,06;16200;36000
T;660;,33;4500;10000
T;708;,2;3150;7000
T;699;,19;1350;3000
F;622;,2;3150;7000
T;714;,08;8550;19000
T;653;,06;4050;9000
T;696;,09;3150;7000
T;696;,15;1800;4000
F;564;,05;7200;16000
F;624;,12;4500;10000
F;576;,12;8550;19000
F;694;,31;8100;18000
T;742;,14;8550;19000
F;692;,27;9000;20000
T;698;,17;6300;14000
F;584;,05;3150;7000
T;708;,25;4500;10000
F;675;,42;7650;17000
T;662;,22;12150;27000
F;593;,1;15750;35000
T;665;,12;900;2000
T;682;,11;6750;15000
T;758;,13;2250;5000
T;768;,16;5400;12000
T;699;,1;3600;8000
F;602;,13;1350;3000
F;624;,29;6750;15000
F;678;,28;13950;31000
F;473;,16;5400;12000
T;715;,2;4500;10000
F;583;,04;1800;4000
F;630;,23;2250;5000
T;671;,24;2700;6000
F;702;,58;10350;23000
T;707;,2;3600;8000
T;661;,17;4950;11000
F;676;,27;1350;3000
F;733;,14;6300;14000
T;737;,11;9000;20000
T;675;,11;3600;8000
T;713;,25;2700;6000
F;540;,14;1800;4000
F;501;,05;1350;3000
F;689;,36;9450;21000
F;734;,72;7200;16000
F;665;,29;5850;13000
F;494;,03;450;1000
T;757;,21;13050;29000
F;639;,35;11250;25000
F;610;,01;15300;34000
T;702;,19;7200;16000
T;698;,06;5400;12000
F;723;,39;2700;6000
T;703;,23;8100;18000
T;745;,13;9000;20000
F;700;,18;16650;37000
F;402;,02;900;2000
T;663;,29;10350;23000
F;636;,11;10350;23000
T;679;,23;4500;10000
F;632;,01;6750;15000
T;742;,18;9900;22000
T;687;,2;15300;34000
F;687;,34;2700;6000
F;609;,45;2250;5000
F;543;,21;450;1000
T;683;,2;5400;12000
T;708;,17;10800;24000
T;691;,01;7650;17000
F;710;,28;450;1000
T;739;,2;12600;28000
T;696;,25;5400;12000
T;758;,03;7650;17000
T;707;,2;2700;6000
T;687;,16;3600;8000
T;679;,24;2700;6000
T;691;,16;1800;4000
F;697;,03;2250;5000
T;682;,16;3600;8000
F;659;,28;10800;24000
T;690;,07;5400;12000
T;749;,11;4050;9000
T;751;,12;900;2000
F;726;,28;14850;33000
T;686;,14;16200;36000
T;743;,28;450;1000
F;577;,23;5400;12000
T;678;,19;8550;19000
F;653;,71;10350;23000
T;744;,1;10800;24000
T;747;,17;8550;19000
T;751;,12;7650;17000
F;677;,25;4500;10000
F;599;,38;3150;7000
T;794;,05;4050;9000
T;681;,07;2700;6000
T;713;,27;5400;12000
T;755;,17;9900;22000
T;670;,12;3600;8000
F;613;,24;1800;4000
T;754;,12;15750;35000
F;591;,23;1800;4000
F;505;,18;2250;5000
F;712;,08;3600;8000
F;587;0;3600;8000
T;750;,22;1800;4000
T;748;,05;2250;5000
T;723;,18;11250;25000
F;562;,13;5400;12000
T;806;,11;1800;4000
T;663;,11;4500;10000
F;624;,08;450;1000
F;708;,25;2700;6000
F;721;,33;8550;19000
T;764;,22;4500;10000
F;679;,23;900;2000
T;742;,13;3150;7000
T;742;,03;9450;21000
F;552;,12;225;500
T;705;,12;6300;14000
T;754;,01;4500;10000
F;618;,02;1350;3000
F;634;,05;9900;22000
T;737;,1;4950;11000
F;743;,06;10800;24000
T;684;,17;5850;13000
T;700;,19;13050;29000
T;669;,07;5850;13000
F;646;,02;450;1000
T;759;,1;10800;24000
T;741;,06;5400;12000
T;720;,09;4050;9000
T;664;,22;5850;13000
F;713;,21;11700;26000
T;689;,05;1350;3000
F;555;,21;4950;11000
T;779;,09;5400;12000
T;761;,13;2700;6000
T;793;,22;1800;4000
F;635;,14;9450;21000
T;714;,08;1800;4000
F;660;,06;6300;14000
T;675;,11;5400;12000
F;655;,15;6300;14000
F;711;,53;900;2000
F;665;,29;5850;13000
T;788;,07;7650;17000
T;770;,04;17100;38000
F;612;,33;450;1000
T;709;,23;4950;11000
T;729;,01;8100;18000
F;441;,17;2700;6000
T;682;,23;3600;8000
T;782;,18;4950;11000
T;665;,09;10800;24000
T;693;,32;4050;9000
F;694;,19;9000;20000
T;768;,14;6300;14000
F;665;,21;13950;31000
T;716;,12;6300;14000
T;683;,24;4500;10000
F;732;,03;17550;39000
F;729;,4;10800;24000
T;728;,15;6300;14000
T;652;,2;7200;16000
T;771;,11;7200;16000
F;739;,35;6300;14000
T;696;,28;8100;18000
F;712;,22;9000;20000
F;663;,43;8550;19000
F;695;,22;12600;28000
F;667;,38;2700;6000
F;637;,09;3150;7000
F;763;,05;4950;11000
F;639;,38;9000;20000
F;444;,22;3150;7000
F;487;,19;900;2000
T;689;,23;2700;6000
F;695;,38;11250;25000
F;672;,36;8550;19000
F;629;,49;13950;31000
F;659;,29;3150;7000
F;667;,3;900;2000
T;699;,27;2700;6000
T;737;,26;450;1000
F;695;,78;7650;17000
T;673;,28;3150;7000
T;698;,2;11700;26000
F;637;,15;3600;8000
T;703;,2;3150;7000
F;674;,28;4950;11000
T;771;,2;450;1000
F;680;,31;16200;36000
F;665;,19;4950;11000
F;606;,06;16200;36000
T;679;,3;9450;21000
T;687;,18;6750;15000
F;599;,06;8100;18000
F;557;,12;3600;8000
T;759;,07;9900;22000
T;666;,21;4050;9000
F;614;,02;11250;25000
T;654;,23;8550;19000
T;675;,24;2250;5000
F;667;,32;3150;7000
F;472;,08;2700;6000
T;721;,01;225;500
T;690;,22;3150;7000
F;626;,13;5400;12000
F;672;,12;2700;6000
F;652;,22;3600;8000
T;714;,18;3600;8000
F;599;,01;900;2000
T;692;,29;12150;27000
F;699;,29;9450;21000
T;696;,17;8550;19000
T;768;,24;4050;9000
T;714;,02;450;1000
F;737;,04;4500;10000
T;701;,11;15300;34000
T;746;,15;7200;16000
F;593;,16;2700;6000
T;800;0;12150;27000
T;754;,03;1800;4000
F;723;,51;2250;5000
F;561;,32;2700;6000
F;648;,26;4950;11000
F;623;,12;7650;17000
F;467;,01;4500;10000
T;752;,13;9900;22000
F;581;,18;225;500
F;696;,39;15300;34000
F;656;,04;900;2000
T;655;,09;3600;8000
F;690;,2;4950;11000
F;626;,1;2700;6000
T;738;,04;3150;7000
F;647;,27;8100;18000
T;705;,08;13500;30000
F;668;,4;12600;28000
F;449;,1;17100;38000
T;711;,27;6300;14000
T;676;,14;6750;15000
F;571;,26;450;1000
T;691;,19;3600;8000
T;697;,16;6300;14000
F;593;,21;4050;9000
F;469;,02;9900;22000
T;694;,19;3600;8000
F;521;,36;10800;24000
T;749;,13;2700;6000
T;754;,23;5850;13000
T;691;,01;450;1000
F;493;,07;5400;12000
T;700;,26;7650;17000
T;695;,1;4050;9000
F;645;,24;4950;11000
F;730;,01;10350;23000
F;493;,37;3600;8000
F;697;,05;3600;8000
F;656;,04;2700;6000
F;644;,11;10350;23000
T;689;,08;2700;6000
F;623;,03;4500;10000
T;670;,06;6300;14000
T;730;,08;8100;18000
F;612;,63;4500;10000
T;723;,13;5850;13000
F;563;,32;13500;30000
F;466;,36;2700;6000
F;635;,1;2700;6000
F;726;,5;13050;29000
T;710;,19;3600;8000
F;691;,27;8100;18000
T;669;,04;8550;19000
F;697;,19;7200;16000
F;585;,15;225;500
F;670;,4;5400;12000
F;663;,39;3150;7000
F;617;,16;2700;6000
F;672;,52;2250;5000
F;664;,29;9900;22000
F;509;,03;225;500
T;663;,05;1350;3000
F;688;,34;13050;29000
T;703;,11;9450;21000
F;456;,26;2250;5000
F;653;,27;12150;27000
F;661;,13;11700;26000
T;708;,24;5400;12000
F;718;,36;2700;6000
F;731;,11;12600;28000
F;571;,23;900;2000
T;690;,15;5400;12000
F;656;,13;14400;32000
F;599;,24;1800;4000
F;586;,11;5850;13000
T;695;,03;1800;4000
F;679;,36;4050;9000
T;714;,15;11700;26000
T;689;,18;5850;13000
F;590;,23;4050;9000
F;741;,19;10350;23000
F;560;,03;1800;4000
F;689;,01;4050;9000
F;718;,19;11250;25000
T;667;,19;4500;10000
F;734;,66;1800;4000
F;642;,05;2250;5000
